Source,Fishing period,Species fishing year start month,Species code,Fishstock Code,Fishstock fishing year start month,Name,TAC allowance,Reported comm. catch (kg),Reported comm. catch (units),TACC (kg),Cust. allow. (kg),Rec. allow. (kg),Target,In QMS
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSH,GSHSTR,10,Ghost Shark South Tasman Rise,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSP,GSPET,10,Pale Ghost Shark Extra Territorial (200 mile,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GUR,GURET,10,Gurnard Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAK,HAKET,10,Hake Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAP,HAP1,10,Hapuku 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAP,HAP10,10,Hapuku Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAP,HAP2,10,Hapuku Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAP,HAP3,10,Hapuku South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAP,HAP4,10,Hapuku South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAP,HAP5,10,Hapuku 5 & 6 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAP,HAP7,10,Hapuku Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAP,HAP8,10,Hapuku Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HAP,HAPET,10,Hapuku Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HOK,HOKET,10,Hoki Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,HOR,HORET,4,Horse Mussel Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HPB,HPBET,10,Hapuku & Bass Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI1,10,Jackknife Prawn Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI10,10,Jackknife Prawn Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI2,10,Jackknife Prawn Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI3,10,Jackknife Prawn South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI4,10,Jackknife Prawn South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI5,10,Jackknife Prawn Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI6,10,Jackknife Prawn Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI7,10,Jackknife Prawn Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI8,10,Jackknife Prawn Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSI9,10,Jackknife Prawn Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,HSI,HSIET,10,Jackknife Prawn Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,JDO,JDOET,10,John Dory Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,JMA,JMAEA,10,"Jack mackerel Muriwhenua, Exempt Area",,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,JMA,JMAET,10,Jack mackerel Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KAH,KAHET,10,Kahawai Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB1,10,Bladder Kelp Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB10,10,Bladder Kelp Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB2,10,Bladder Kelp Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB3B,10,Bladder Kelp (Beach-cast) South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB4F,10,Bladder Kelp (Free-floating) South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB5,10,Bladder Kelp Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB6,10,Bladder Kelp Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB7,10,Bladder Kelp Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB8,10,Bladder Kelp Central (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBB9,10,Bladder Kelp Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBB,KBBET,10,Bladder Kelp Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL1,10,Bull kelp Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL10,10,Bull kelp Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL3,10,Bull kelp South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL4,10,Bull kelp South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL5,10,Bull kelp Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL6,10,Bull kelp Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL7,10,Bull kelp Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL8,10,Bull kelp Central (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBL9,10,Bull kelp Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KBL,KBLET,10,Bull kelp Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,KIC,KICET,4,King crab Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KIN,KINET,10,Kingfish Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI10,10,Koi Carp Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI3,10,Koi Carp South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI4,10,Koi Carp South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI5,10,Koi Carp Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI6,10,Koi Carp Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI7,10,Koi Carp Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOI8,10,Koi Carp Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOI,KOIET,10,Koi Carp Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU1,10,Koura Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU10,10,Koura Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU2,10,Koura Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU3,10,Koura South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU4,10,Koura South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU5,10,Koura Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU6,10,Koura Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU7,10,Koura Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU8,10,Koura Central (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOU9,10,Koura Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KOU,KOUET,10,Koura Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWH10,10,Knobbed whelk Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,KWH,KWHET,10,Knobbed whelk Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LDO,LDOET,10,Lookdown Dory Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LEA,LEAET,10,Leatherjacket Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES1,10,Lessonia Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES10,10,Lessonia Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES2,10,Lessonia Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES3,10,Lessonia South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES4,10,Lessonia South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES5,10,Lessonia Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES6,10,Lessonia Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES7,10,Lessonia Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES8,10,Lessonia Central (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LES9,10,Lessonia Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LES,LESET,10,Lessonia Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LFE,LFEET,10,Long-finned eel Extra Territorial (200 m limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LIN,LINET,10,Ling Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LIN,LINSTR,10,Ling South Tasman Rise,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LSO,LSO1,10,Lemon Sole 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LSO,LSO10,10,Lemon Sole Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LSO,LSO2,10,Lemon Sole 2 & 8 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LSO,LSO3,10,"Lemon Sole 3, 4, 5 & 6 Combined",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LSO,LSO7,10,Lemon Sole Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,LSO,LSOET,10,Lemon Sole Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MAK,MAKET,10,Mako Shark Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI10,10,Trough shell Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDI6,10,Trough shell Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MDI,MDIET,4,Trough Shell Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI10,10,Large trough shell Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMI6,10,Large trough shell Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,MMI,MMIET,4,Large trough shell Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MOK,MOKET,10,Blue Moki Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MOO,MOOET,10,Moonfish Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSG,MSG1,10,Green-Lipped Mussel Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSG,MSG10,10,Green-Lipped Mussel Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSG,MSG2,10,Green-Lipped Mussel Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSG,MSG3,10,"Green-Lipped Mussel 3, 4, 5, and 6 (Combined)",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSG,MSG7A,10,Green-Lipped Mussel Nelson/Marlborough,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSG,MSG7B,10,Green-Lipped Mussel West Coast,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSG,MSG8,10,Green-Lipped Mussel Central (Egmont),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSG,MSG9,10,Green-Lipped Mussel Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSG,MSGET,10,Green-Lipped Mussel Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSP,MSP1,10,Green Mussel Spat Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSP,MSP10,10,Green Mussel Spat Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSP,MSP2,10,Green Mussel Spat Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSP,MSP3,10,"Green Mussel Spat 3, 4, 5, and 6 (Combined)",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSP,MSP7A,10,Green Mussel Spat Nelson/Marlborough,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSP,MSP7B,10,Green Mussel Spat West Coast,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSP,MSP8,10,Green Mussel Spat Central (Egmont),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,MSP,MSPET,10,Green Mussel Spat Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD10,10,Northern Spiny Dogfish Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD8,10,Northern Spiny Dogfish Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSDET,10,Northern Spiny Dogfish Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCT10,10,Octopus Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OCT,OCTET,10,Octopus Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OEO,OEOET,10,Oreo Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OEO,OEOSTR,10,Oreo South Tasman Rise,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ORH,ORHET,10,Orange Roughy Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ORH,ORHSTR,10,Orange Roughy South Tasman Rise,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYS10,10,Dredge Oyster Kermadec,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,OYS,OYSET,10,Dredge Oyster Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA1,10,Haliotis Australis Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA10,10,Haliotis Australis Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA2,10,Haliotis Australis Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA3,10,Haliotis Australis South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA4,10,Haliotis Australis South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA5,10,Haliotis Australis Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA6,10,Haliotis Australis Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA7,10,Haliotis Australis Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA8,10,Haliotis Australis Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAA9,10,Haliotis Australis Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAA,PAAET,10,Haliotis Australis Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAD,PADET,10,Paddle Crab  Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI1,10,Haliotis Iris Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI10,10,Haliotis Iris Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI2,10,Haliotis Iris Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI3,10,Haliotis Iris South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI4,10,Haliotis Iris South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI5,10,Haliotis Iris Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI6,10,Haliotis Iris Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI7,10,Haliotis Iris Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI8,10,Haliotis Iris Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAI9,10,Haliotis Iris Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAI,PAIET,10,Haliotis Iris Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAR,PARET,10,Parore Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAU6R,10,Paua PAU6 Research Program,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PAU,PAUET,10,Paua Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDO10,10,Deepwater tuatua Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDO6,10,Deepwater tuatua Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PDO,PDOET,4,Deepwater tuatua Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,PHC,PHCET,4,Packhorse Rock Lob Ex Territory (200 m limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PIL,PILET,10,Pilchards  Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POR,PORET,10,Porae Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POS,POSET,10,Porbeagle Shark Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY1,10,Oysters Pacific Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY10,10,Oysters Pacific Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY2,10,Oysters Pacific Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY3,10,Oysters Pacific South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY4,10,Oysters Pacific South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY5,10,Oysters Pacific Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY6,10,Oysters Pacific Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY7,10,Oysters Pacific Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY8,10,Oysters Pacific Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POY9,10,Oysters Pacific Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,POY,POYET,10,Oysters Pacific Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPI10,10,Pipi Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PPI,PPIET,10,Pipi Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRK,PRKET,10,Prawn Killer Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP1,10,Porphyra Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP10,10,Porphyra Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP2,10,Porphyra Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP3,10,Porphyra South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP4,10,Porphyra South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP5,10,Porphyra Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP6,10,Porphyra Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP7,10,Porphyra Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP8,10,Porphyra Central (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRP9,10,Porphyra Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,PRP,PRPET,10,Porphyra Extra Territorial (200 mile limit),,,,,,,No,No
